,count,cluster,terms
50,60,47,"Index(['god', 'bless', 'christma', 'save', 'queen', 'may', 'come', 'safe',
       'realli', 'time', 'thank', 'peopl', 'amp', 'great', 'love', 'back',
       'would', 'like', 'hear', 'never'],
      dtype='object')"
47,56,57,"Index(['thought', 'christma', 'thing', 'stori', 'hope', 'ok', 'see', 'feel',
       'knew', 'eu', 'love', 'game', 'new', 'merri', 'liber', 'brave', 'im',
       'within', 'give', 'comedian'],
      dtype='object')"
12,54,3,"Index(['live', 'peopl', 'ca', '5', 'one', 'spot', 'san', 'new', 'back',
       'today', 'station', 'version', 'use', 'day', 'year', 'thunder',
       'trailer', 'time', 'south', 'florida'],
      dtype='object')"
16,53,59,"Index(['yeah', 'get', 'like', 'im', 'great', 'alway', 'shit', 'think', 'go',
       'that', 'would', 'need', 'happi', 'away', 'san', 'crazi', 'noth',
       'posit', 'got', 'know'],
      dtype='object')"
51,47,14,"Index(['done', 'well', 'work', 'noth', 'christma', 'day', 'mad', '4', 'happi',
       'peopl', 'hour', 'given', 'time', 'per', 'donechristma', 'even', 'that',
       'thank', 'ive', 'make'],
      dtype='object')"
41,43,43,"Index(['drink', 'christma', 'bottl', 'ale', 'wine', 'get', 'im', 'back',
       'good', 'beer', 'coffe', 'fan', 'load', 'busi', 'bit', 'day',
       'clubdrink', 'mood', 'eat', 'two'],
      dtype='object')"
40,42,10,"Index(['free', 'dm', 'research', 'trust', 'googl', 'say', 'fast', 'question',
       'littl', 'dont', 'spell', 'firefight', 'know', 'cancer', 'second',
       'feel', 'world', 'ever', 'serv', 'date'],
      dtype='object')"
34,41,29,"Index(['sorri', 'im', 'hope', 'hear', 'daddi', 'good', 'loss', 'sorrisorri',
       'christma', 'prayer', 'feel', 'famili', 'buddi', 'think', 'actual',
       'look', 'day', 'thing', 'get', 'start'],
      dtype='object')"
37,40,49,"Index(['birthday', 'christma', 'merri', 'happi', 'dayhappi', 'littl',
       'birthdayhappi', 'hope', 'one', 'adopt', 'friendhappi', 'girl', 'love',
       'best', 'ass', 'ms', 'mum', 'know', '20', 'ritz'],
      dtype='object')"
33,38,27,"Index(['bro', 'brobro', 'christma', 'merri', 'go', 'fuck', 'one', 'like',
       'talk', 'win', 'happi', 'lol', 'big', 'bitch', 'lost', 'shit', 'mind',
       'your', 'im', 'got'],
      dtype='object')"
30,34,22,"Index(['pull', 'straight', 'hair', 'bone', 'know', 'guy', 'us', 'thing',
       'work', 'wear', 'go', 'get', 'even', 'ill', 'amp', 'voic', 'check',
       'lineever', 'need', 'im'],
      dtype='object')"
58,28,35,"Index(['cheer', 'christma', 'matecheer', 'time', 'hope', 'mate', 'cheercheer',
       'good', 'best', 'andicheer', 'spread', 'atholgot', 'toni', 'us', 'love',
       'friendcovid', 'markmuch', 'lincheer', 'surecheer', 'm8happi'],
      dtype='object')"
56,19,11,"Index(['love', 'thank', 'hope', 'daylove', 'christma', 'day', 'post', 'fam',
       'much', 'thankthank', 'everyon', 'your', 'threadthank', 'foodi', 'im',
       'brunchthank', 'sir', 'holidaythank', 'donkey', 'side'],
      dtype='object')"
